"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"439","Lethal VR","Nov 8, 2016","$4.99","N/A (N/A/66%)","20,000 .. 50,000","00:00 (00:00)","Three Fields Entertainment","Team17 Digital Ltd"
"441","Rogue State","Oct 16, 2015","$7.99","N/A (N/A/66%)","20,000 .. 50,000","00:00 (00:00)","LRDGames, Inc.","LRDGames, Inc."
"447","Startup Panic","Jan 20, 2022","$14.99","N/A (N/A/65%)","20,000 .. 50,000","00:00 (00:00)","Algorocks","tinyBuild"
"449","Gleaner Heights","Feb 21, 2018","$9.99","N/A (N/A/65%)","20,000 .. 50,000","00:00 (00:00)","Emilios Manolidis","Emilios Manolidis"
"473","The Westport Independent","Jan 21, 2016","Free","N/A (N/A/63%)","20,000 .. 50,000","00:00 (00:00)","Double Zero One Zero","Double Zero One Zero"
"476","Impact Winter","May 22, 2017","N/A","N/A (N/A/63%)","20,000 .. 50,000","00:00 (00:00)","Mojo Bones","BANDAI NAMCO Entertainment"
"484","Echelon: Wind Warriors","Aug 8, 2014","$3.99","N/A (N/A/63%)","20,000 .. 50,000","00:00 (00:00)","MADia Entertainment","ESDigital Games"
"485","Storm","Jun 27, 2013","$9.99","N/A (N/A/63%)","20,000 .. 50,000","00:00 (00:00)","Eko Software","Eko Software"
"487","Wings Over Europe","May 30, 2014","$9.99","N/A (N/A/62%)","20,000 .. 50,000","00:00 (00:00)","Third Wire Productions","Strategy First"
"489","Lumberhill","Jun 13, 2021","$14.99","N/A (N/A/62%)","20,000 .. 50,000","00:00 (00:00)","2BIGo, ARP Games","All in! Games"
"490","Bientôt l'été","Feb 6, 2013","$9.99","N/A (N/A/62%)","20,000 .. 50,000","00:00 (00:00)","Tale of Tales","Tale of Tales"
"491","Redshirt","Nov 13, 2013","$9.99","N/A (N/A/62%)","20,000 .. 50,000","00:00 (00:00)","The Tiniest Shark","Positech"
"492","Little King's Story","Aug 5, 2016","$14.99","N/A (N/A/62%)","20,000 .. 50,000","00:00 (00:00)","Marvelous, Inc.","XSEED Games, Marvelous USA, Inc., Marvelous"
"493","Buzz Aldrin's Space Program Manager","Oct 31, 2014","$29.99","N/A (N/A/62%)","20,000 .. 50,000","00:00 (00:00)","Polar Motion","Slitherine Ltd."
"513","Pacific Storm Allies","Aug 18, 2008","$7.99","N/A (N/A/60%)","20,000 .. 50,000","00:00 (00:00)","Lesta Studio","ESDigital Games"
"519","Zoo Empire","Sep 3, 2015","$1.74","N/A (N/A/59%)","20,000 .. 50,000","00:00 (00:00)","Enlight Software Limited","Retroism, Enlight Software Limited"
"530","Hotel Giant 2","Jan 27, 2010","$1.59","N/A (N/A/58%)","20,000 .. 50,000","00:00 (00:00)","Enlight Software Limited, PerspectX","Toplitz Productions"
"533","Traffic Giant","Jun 15, 2018","$1.99","N/A (N/A/57%)","20,000 .. 50,000","00:00 (00:00)","QLOC","Toplitz Productions"
"540","Fair Strike","Apr 23, 2015","$3.99","N/A (N/A/56%)","20,000 .. 50,000","00:00 (00:00)","G5 Software","ESDigital Games"
"551","M.U.D. TV","Apr 19, 2010","$9.99","N/A (N/A/53%)","20,000 .. 50,000","00:00 (00:00)","Realmforge Studios","Kalypso Media Digital"
"552","TransRoad: USA","Nov 9, 2017","$29.99","N/A (N/A/53%)","20,000 .. 50,000","00:00 (00:00)","Deck13 Hamburg","astragon Entertainment"
"557","Hospital Tycoon","Feb 13, 2009","$4.99","N/A (N/A/51%)","20,000 .. 50,000","00:00 (00:00)","Deep Red Limited","Codemasters, Electronic Arts"
"558","Table Manners: Physics-Based Dating Game","Feb 14, 2020","$7.19","N/A (N/A/51%)","20,000 .. 50,000","00:00 (00:00)","Echo Chamber Games","Curve Games"
"568","COAST GUARD","Oct 21, 2015","$17.99","N/A (N/A/47%)","20,000 .. 50,000","00:00 (00:00)","Reality Twist GmbH","astragon Sales & Services GmbH"
"576","KURSK","Nov 7, 2018","$1.99","N/A (N/A/42%)","20,000 .. 50,000","00:00 (00:00)","Jujubee S.A.","Jujubee S.A."
"585","Runeous: Part One","May 28, 2016","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Novel Tea Games","Lost Fables"
"586","An Aspie Life","Mar 29, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Bradley Hennessey, Joe Watson","EnderLost Studios"
"590","Pixel Puzzles Illustrations & Anime","Feb 23, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Pixel Puzzles","Pixel Puzzles"
"593","Time Loader: First Memories","Nov 11, 2020","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Flazm","META Publishing"
"595","Your Quest","Apr 13, 2015","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Oblivionburn Productions","Oblivionburn Productions"
"596","BLOCK Multiplayer: RPG","Mar 16, 2020","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","CyberMotion Games","CyberMotion Games"
"598","Kirchhoff's Revenge","Feb 4, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gerd Kortemeyer et al.","Michigan State University"
"600","Mech Mechanic Simulator: Prologue","Feb 18, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Polyslash","Polyslash, HeartBeat Games, PlayWay S.A."
"601","Nomads of Driftland","Dec 7, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Star Drifters","Star Drifters"
"603","AVATARIKA","Aug 22, 2012","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","GameXP.com","GameXP.com"
"605","Sid Classic","Feb 18, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Singta inc.","Singta inc."
"606","Short Circuit VR","Nov 19, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Stefan Bauwens, Cindy Ho","N/A"
"614","Fantasy Battles","Sep 28, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","FreezeNova.Games","FreezeNova.Games"
"617","Loneliness","Apr 26, 2010","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Jordan Magnuson","Jordan Magnuson"
"619","Goalie Challenge VR","Feb 1, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Josh Beatty, Mike Casto","Anchor Reality"
"628","Short Life","Nov 14, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","gametornado","gametornado"
"633","CryptoClickers: Crypto Idle Game","Jun 19, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","CryptoGrounds Games LLC","CryptoGrounds Games LLC"
"635","Sid Meier's Covert Action (Classic)","Jan 1, 1990","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MicroProse Software, Inc","Retroism, Nightdive Studios"
"638","MatchyGotchy","Jan 31, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Silverware Games, Inc.","Silverware Games, Inc."
"647","A Mining Game","Jul 20, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Atlas, Daz","Trillium Studio Ltd."
"648","Winning Love by Daylight","Feb 6, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Cutlass Boardgames","Cutlass Boardgames"
"649","Blast the Past","Oct 3, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","The Work Club","The Work Club"
"652","Real Farm","Oct 20, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","SOEDESCO","SOEDESCO"
"654","Distancing","Feb 2, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Jan Place Jakobsen, Kristoffer Juel Friis, Jonas Skjønnemann, Ignacy Grabowski","Jan Place Jakobsen, Kristoffer Juel Friis, Jonas Skjønnemann, Ignacy Grabowski"
"656","Electro Ride Prologue","May 30, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Sylwester Osik","Forestlight Games"
"657","GunFleet","Feb 6, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Areo Gaming","Areo Gaming"
"659","The Imagined Leviathan: Prologue","Sep 23, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Chard, de Fault, Richard Campbell","Far Few Giants"
"661","Football Manager Touch 2018","Nov 9, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Sports Interactive","SEGA"
"662","Hot Squat","Nov 22, 2016","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Bean Boy Games","Bean Boy Games"
"664","Song of Farca: Prologue","Feb 24, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Wooden Monkeys","Alawar Premium"
"666","Space Choice: Data Analyzer","Mar 1, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Silver Dollar Games","Silver Dollar Games"
"667","Perdition","Feb 26, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Contraband","DigiPen Institute of Technology"
"668","Enamored Risks","Apr 27, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Crystal Game Works","Crystal Game Works"
"669","The FOO Show featuring Will Smith","Apr 5, 2016","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","FOO VR, Inc.","FOO VR, Inc."
"674","Sovereignty: Crown of Kings","Feb 2, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gothic Labs, The Lordz Games Studio","Slitherine Ltd."
"675","Perspectives: Paradise","Sep 9, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Teatime Research Ltd.","Teatime Research Ltd."
"676","Wander No More","Feb 18, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Zetsubou","Unwonted Studios"
"679","Armada: Modern Tanks","Feb 7, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","XDEVS LTD","XDEVS LTD"
"682","Dingletopia: Nation Under Siege (by Orcs)","Jul 15, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","GZ Storm, Lazrool","GZ Storm"
"683","Joy Pony","Aug 15, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Dio Alias Games, Evgeny Osmet","Dio Alias Games"
"687","After Dreams","May 6, 2018","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Matt Boyer","None"
"694","CrocoMars","Mar 5, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Anatoliy Loginovskikh","Anatoliy Loginovskikh"
"698","Together","May 1, 2018","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Zilby","Zilby"
"702","Drugs and Crime Idle","Dec 11, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Konstantin Spasoff","Konstantin Spasoff"
"707","be you","Feb 4, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","louis morel","louis morel"
"710","Townsmen","Nov 30, 2016","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","HandyGames","HandyGames"
"712","Princess Maker 3: Fairy Tales Come True","Jun 27, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","CFK Co., Ltd.","CFK Co., Ltd."
"719","High School Simulator","Jan 3, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","KUMA GAMES","KUMA GAMES"
"720","Humanity Must Perish","Sep 25, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Zetsubou","Zetsubou"
"724","Play With Kizami","Aug 9, 2018","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Kizami Fans Club","Banana Spilt"
"728","Ethereal Estate","Mar 12, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Emergence Studio","CNM"
"730","Super Dirt Racers","Feb 8, 2021","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Haphazard Studios","Haphazard Studios"
"732","Nefertari: Journey to Eternity","Jun 28, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Experius VR","CuriosityStream"
"736","XOXO Droplets","Aug 31, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","GB Patch Games","GB Patch Games"
"739","Nimbatus - Drone Creator","Apr 30, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Stray Fawn Studio","Stray Fawn Studio, WhisperGames"
"741","Taphouse VR","Sep 27, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Catland","Catland"
"743","Pandemic Love","Apr 27, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Red Skald","Red Skald"
"750","Moe! Ninja Girls","Feb 26, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","NTT Solmare","NTT Solmare"
"751","Zamboni Simulator 2019","May 26, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Stay Small Studios","Stay Small Studios"
"754","Dr. Frank's Build a Boyfriend","May 30, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Heiden","Visual Wordplay"
"757","STEAM HAMMER","May 12, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","SF team","Big Way"
"770","Connected Hearts - Visual novel","Aug 12, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Eternal Night Studios","Stw Projects, Ziel Graywords"
"771","Six Days of Snow","Dec 29, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","ebi-hime","ebi-hime"
"776","Prince Maker美少年梦工厂3：重生","May 9, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","ALFAGAME","ALFAGAME"
"777","Loot Grind Simulator","Oct 14, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","GG Undroid Games","GG Undroid Games"
"780","Canvas The Gallery","Feb 16, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","CoughE","CoughE"
"782","Lords Of The Lockerroom","May 17, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Nickireda","Nickireda"
"795","World of Speed","Aug 22, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Saber Interactive, Redemption Ark","Mad Dog Games LLC"
"798","Castle Rock Beach, West Australia","Sep 26, 2020","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Matt Newell","Matt Newell"
"801","Fate Arena (Alpha)","Apr 7, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","End Game Interactive, Inc","End Game Interactive, Inc"
"802","Major\Minor","Dec 2015","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Klace","Klace"
"809","Who Am I: The Tale of Dorothy","Apr 16, 2018","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Onaemo Studio","Onaemo Studio"
"811","Knock Harder: Useless","Jan 13, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Snail-Ninja Studio","Snail-Ninja Studio"
"812","Don't Make Love","Oct 26, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Maggese","Maggese"
"823","BEAR, VODKA, FALL OF BERLIN!","May 18, 2020","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Rabotiagi games","Rabotiagi games"
"828","Classic Racers","Mar 26, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Vision Reelle","Vision Reelle"
"829","NOeSIS_羽化","Nov 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Classic Chocolat","Red × Balloon, Hikare 个人汉化"
"832","Who Is Mike - A Visual Novel","Sep 29, 2015","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Fervent","Afterthought Studios"
"845","Witches x Warlocks","Oct 31, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Nifty Visuals","Nifty Productions"
"861","Command: Modern Air / Naval Operations WOTY","Sep 26, 2014","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","WarfareSims","Slitherine Ltd."
"864","Robin","Feb 8, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Isabelle Dela Torre, José Fernando Gracia, Annaliese Bevan, Poppy de Raad","Group Pug"
"870","Angel Wings","Jan 29, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","RumR Design","RumR Design"
"889","Exo One: Prologue","Aug 21, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Exbleative","Future Friends Games, Exbleative"
"917","AX:EL - Air XenoDawn","Dec 4, 2015","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Alex Piola","KISS ltd"
"1119","Nuri VR - Coding","Oct 30, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","PrismMedia","PrismMedia"
"1144","911 Emergency Manager","Nov 20, 2020","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","GoodZeit UG","GoodZeit UG"
"1145","Thearchy","Feb 19, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Sean Marty","Sean Marty"
"1171","Directional Isolation VR","Jul 17, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Noah Maestre","NKT Studio"
"1172","Rover Mechanic Challenge - ERC Competition","Sep 14, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","▲ Pyramid Games","Pyramid Games S.A."
"1174","The Tower Of TigerQiuQiu 2","Mar 18, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","TigerQiuQiu","TigerQiuQiu"
"1201","ASTA : ASTA Server","Jun 22, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","POLYGON GAMES","Move Games. Co., LTD"
"1219","The Desert's Rose","Sep 26, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Eddie O'Hagan (Katianie)","Eddie O'Hagan (Katianie)"
"1227","Vapor Music Tour","Jan 5, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Devil's Cider Games","Vapor Music"
"1271","Dört Model Müzesi","Dec 20, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","GameWork Studios","GameWork Studios"
"1272","Galactic Center VR","Mar 24, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Instituto de Astrofísica, PUC de Chile","Instituto de Astrofísica, PUC de Chile"
"1296","Soldier Matt Sowards","Mar 26, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Matt Sowards","MIRROR Soft"
"1301","Jaguar I-PACE Concept | Virtual Reality Experience","Nov 13, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Jaguar Land Rover Limited","Jaguar Land Rover Limited"
"1304","VR Triber","Sep 26, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","VR Triber","VR Triber"
"1311","Far Eastern Federal University Virtual Expo","May 26, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","VIRTUAL REALITY LABORATORY DV","VIRTUAL REALITY LABORATORY DV"
"1312","Being Mindful","Sep 11, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Kevin Wacknov","Mind Body Aware Games LLC"
"1328","Fly Destroyer","Oct 27, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","DillyFrame","DillyFrame"
"1353","Milkyway Funland","Dec 15, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Technical Troupers","Technical Troupers"
"1354","PRO DRIFT RELOADED 2020","Jun 21, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","PhysX Studio","PhysX Studio"
"1355","Raw Element","Dec 21, 2020","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","FURYLZ","FURYLZ"
"1377","Virtual Gallery","Jan 31, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Dion ten Have","THSoft"
"1381","Raid!","Sep 24, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Cowboy","Cowboy Studio"
"1395","Starfighter General","Nov 21, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","James Sager III, Steve Reynolds, Lokesh Dhanger","James Sager"
"1409","Hot-air VR Balloon trip over Russian Primorye","Jul 7, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","VIRTUAL REALITY LABORATORY DV","VIRTUAL REALITY LABORATORY DV"
"1418","Night Of The Living Dead VR","Jan 21, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Pyramid Attack Inc.","Hollywood Suite Inc."
"1427","Shinrin-yoku: Forest Meditation and Relaxation","Jan 19, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Hinge Digital","Hinge Digital"
"1429","FPV Speed Drone","Dec 6, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","AR-BRIDGE","AR-BRIDGE"
"1448","Amigo Fishing","Apr 12, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Amigo VR","Amigo VR"
"1449","Crafting Block World","Sep 4, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MyGames","MyGames"
"1462","Parliament - Parlement","May 11, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","DPT","NFB - ONF, Library of Parliament - Bibliothèque du Parlement"
"1468","HYPERBOLIC Arcade Trading","Sep 3, 2020","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Hyperbolic LLC","Hyperbolic LLC"
"1483","Ahlman Arcade 2018","Jun 30, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Team in Time","Ahlman Game Studio"
"1485","BattleCry: World At War","Oct 1, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","DYNAMICNEXT","DYNAMICNEXT"
"1491","DrillsVR","Jun 29, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Team B Laboratory","Team B Laboratory"
"1494","Rezzil Player 21","Jan 18, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Rezzil","Rezzil"
"1506","Rollers","Feb 11, 2020","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","DarxDev","DarxDev"
"1508","Sacred Siren","Jul 16, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Nanoshrine, Jameson.T","Nanoshrine"
"1523","Starman's VR Experience","Feb 20, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Playful Armadillo","Playful Armadillo"
