"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"1387","Wacky Golf Land","Apr 24, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","eStudio NooN","eStudio NooN"
"1388","Turkey Hunting Unlimited","May 29, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Chaos Entertainment","Chaos Entertainment"
"1389","Simple Tools","Jul 4, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AcFun and bilibili 堕天使龙龙","AcFun and bilibili 堕天使龙龙"
"1390","Burst Planet","Mar 30, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KX Games","KX Games"
"1391","16-Bit Soccer","Jan 7, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sprakelsoft GmbH","Sprakelsoft GmbH"
"1392","Ultra Boat Game!!!","Jul 2, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tamashii","Tamashii"
"1393","Jousting VR","Oct 25, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VRAAR S.A.","VRAAR S.A."
"1394","Legendary Boxing Belt","Apr 30, 2022","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Divine Blacksmith","Divine Blacksmith"
"1395","Dungeonball","Dec 13, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sokpop Collective","Sokpop Collective"
"1396","Quarterback SNAP","Aug 26, 2016","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","River Studios","River Studios"
"1397","Nothin' But Net","May 28, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","What Up Games, LLC","What Up Games, LLC"
"1398","Bocce Beach","Feb 16, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Funly, LLC","Funly, LLC"
"1399","All-Star Fielding Challenge VR","Apr 3, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","8-Bit Development Inc.","8-Bit Development Inc."
"1400","Hippo Sports","Sep 28, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Crenetic GmbH Studios","familyplay"
"1401","Hockey Camp - Goaltender","Feb 11, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","FlagmanJeremy","FlagmanJeremy"
"1402","polyfuru feat. ASANO RURI / ポリフる feat. 朝ノ瑠璃","Sep 20, 2019","$17.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","株式会社テレビ朝日メディアプレックス","株式会社テレビ朝日メディアプレックス"
"1403","Date Night Bowling","Nov 26, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Serenity Forge","Way Down Deep"
"1404","Smoots Golf","Nov 18, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kaneda Games","JanduSoft"
"1405","Mini Star Fishing","Sep 1, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MACKINN7","MACKINN7"
"1406","Escape Game - FORT BOYARD 2022","Jul 7, 2022","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Balio Studio","Microids"
"1407","Fight Sparring VR","Jul 24, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Chun Y.","Chun Y."
"1408","Ski Hard: Lorsbruck 1978","Feb 9, 2018","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Odd Chamber","Odd Chamber"
"1409","AlpenCROSS","Jun 1, 2016","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Harald Wiestner - farbWERK","Harald Wiestner - farbWERK"
"1410","Paris: Jigsaw Puzzles","Jun 13, 2018","$0.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Boogygames Studios","Boogygames Studios"
"1411","Chessсakе","Apr 15, 2020","$18.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kedexa","Kedexa"
"1412","Velocity Legends - Action Racing Game","Mar 15, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","UY Studios","UY Studios"
"1413","Joyride","Jun 6, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Millwoo Studio","Jibeijia"
"1414","Draft Day Sports: Pro Football 2023","Oct 19, 2022","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wolverine Studios","Wolverine Studios"
"1415","我们的房屋 OUR HOUSE","Sep 7, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LOSEDEAD","LOSEDEAD"
"1416","Zombie Golf","Aug 27, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Icebreaker Games LLC","Icebreaker Games LLC"
"1418","Grind: Skateboarding","Jun 15, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kimi Karri","Kimi Karri"
"1419","Pinballer (3D Pinball)","May 20, 2022","$0.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tegridy Made Games","Tegridy Made Games"
"1420","SailSim","Jun 8, 2022","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Demetris Rouslan Zavorotnitsienko","Demetris Rouslan Zavorotnitsienko"
"1421","Draft Day Sports: College Football 2023","Aug 31, 2022","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wolverine Studios","Wolverine Studios"
"1422","Crazy Edition of Stunts","Oct 4, 2022","$0.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi"
"1423","DREAM GIRLS VR","Nov 17, 2018","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","tomimar","tomimar"
"1424","Rebound Dodgeball Evolved","Sep 20, 2019","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hexterion","Hexterion"
"1425","MMA Executive","Aug 26, 2019","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vectormatrix Limited","Vectormatrix Limited"
"1426","VR Party Pack","Dec 3, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Weston Bell-Geddes","Weston Bell-Geddes"
"1427","Aviano","May 3, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tatti","Tatti"
"1428","Multirotor Sim 2","Nov 15, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vadim Silver","Vadim Silver"
"1429","東方苦粗芸物語 Touhou KSG Story","Dec 28, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hellshake Yano","Hellshake Yano."
"1430","Sea Fishing Simulator","Feb 20, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dangerous Derk Interactive","Dangerous Derk Interactive"
"1432","Flag N Frag","Apr 29, 2016","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EDEVOX","EDEVOX"
"1433","On Target VR Darts","Dec 22, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Colugo Productions Inc.","Colugo Productions Inc."
"1434","Fatal Gem VR(The First Match-3 VR Game)","Nov 23, 2016","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ED","ED"
"1435","Race & Destroy","May 13, 2016","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AngryAngelGames","IceTorch Interactive"
"1437","AIR Battlefront","May 6, 2019","$2.09","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SRS Games","SRS Games"
"1439","Ulama: Arena of the Gods","Mar 28, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Trainwreck Games","Trainwreck Games"
"1440","Crowd Smashers","May 4, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TetedeBUG","TetedeBUG"
"1441","Jetball","Dec 6, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Codevictus Inc.","Codevictus Inc"
"1442","Kartofank VR","Oct 12, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VIRTUAL REALITY LABORATORY DV","VIRTUAL REALITY LABORATORY DV"
"1443","Galactic Orbital Death Sport","Apr 6, 2018","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MECH'AT","Plug In Digital"
"1444","Arc Surfer","Apr 30, 2018","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pixel Fyzz","Pixel Fyzz"
"1446","Hunting Unlimited 2","Sep 8, 2003","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SCS Software","Ziggurat"
"1447","SnowFighters","Aug 7, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","teamTMT","teamTMT"
"1448","Hoops Madness","Mar 18, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VRstudios, Inc.","VRstudios, Inc."
"1449","4X4 Masters","Sep 25, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mirador Studio","Mirador Studio"
"1450","Practical Shooting Simulator","Jul 22, 2021","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","269th lab games softworks","269th lab games softworks"
"1451","AmIHero","Feb 1, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ADMI INC.","ADMI INC."
"1452","The Ultimate Game","Oct 8, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sean Parker","DROP STEP STUDIOS, LLC"
"1454","LTO Arcade","Oct 19, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LTO Studios","LTO Studios"
"1455","うんこタイピング","Nov 15, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","INORK Game","INORK Game"
"1456","Race On Ice 2022 Pro","Feb 28, 2022","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CaRacing Studio","CaRacing Studio"
"1457","Mini Putt Camelot","Jun 1, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Arctic Arcade","Arctic Arcade"
"1458","Simple Boxing Drills VR","May 14, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Chun Y.","Chun Y."
"1459","Chompies!","Aug 22, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eucalypt","Eucalypt"
"1460","Crazy Traffic Racer","Jul 19, 2022","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LiluGames","LiluGames"
"1461","NEOGEO POCKET COLOR SELECTION Vol.2","Nov 9, 2022","$39.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SNK CORPORATION, Code Mystics","SNK CORPORATION"
"1462","Twerk it Girl!","Feb 24, 2023","$0.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi"
"1463","Don't Drop the Bass","Mar 17, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RadishBox","RadishBox"
"1464","Hot Runback - VR Runner","Sep 27, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Yode group","Yode group"
"1465","PingPong Kings VR","Mar 15, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Appnori Inc.","Appnori Inc."
"1466","Galaxy Ball Defender","Apr 25, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","That One Game Studio","That One Game Studio"
"1467","Hardway Party","Oct 5, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wastelands Interactive, Digital Melody","Wastelands Interactive"
"1468","Goalkeeper Legend","Aug 17, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gooners Game","Gooners Game"
"1469","Infinity Disk","Nov 7, 2018","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ralph Schaedler","Ralph Schaedler"
"1470","DUCK CASINO: BULLET","Oct 11, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","sheissun","sheissun"
"1472","Quash","Nov 6, 2020","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Team Quash","Rubika Supinfogame"
"1473","Wild Baffo","Oct 16, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","OutOfTheBit Ltd","OutOfTheBit Ltd"
"1476","Football Academy Clicker","Aug 19, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ege Sayın","Ege Sayın"
"1477","BoomXR","Aug 12, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Yolopia Ltd","Yolopia Ltd"
"1478","Drop one NPC to another","Jan 21, 2022","$0.9","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alright Peaches Studio","Alright Peaches Studio"
"1479","GAMEDOG","Apr 8, 2022","$5","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GHXYK2, bankbank","Wainstop James"
"1480","Damien Crawford's Golf Experience 2022","Apr 26, 2022","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cannibal Interactive","Cannibal Interactive"
"1481","Bulletkour","Aug 3, 2022","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Studio Vienas","Studio Vienas"
"1482","Critical Gravity","Jan 1, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MOGA Creative","MOGA Creative"
"1483","Pac Adventures 3D","Jul 20, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ThankGame.com","ThankGame.com"
"1484","Couch Party Game Night","Sep 27, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dan H","Dan H"
"1485","War Robots: Planet Defender","Dec 18, 2019","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Xue Dong","Xue Dong"
"1486","Elasto Mania II","Dec 13, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Elasto Mania Team, Balazs Rozsa","Elasto Mania Team"
"1487","Berserk Soccer","Aug 19, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blue Palm Studio","Blue Palm Studio"
"1489","Really Weird Pool","Aug 1, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GammaLateral","GammaLateral"
"1490","Bibi & Tina - New adventures with horses","Jul 19, 2022","$17.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Korion Interactive","Markt+Technik Verlag GmbH"
"1491","VR Darts","May 9, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hypersome Games","Hypersome Games"
"1492","Offside","Jan 26, 2022","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Stamford Highbury","Little Black Book Entertainment"
"1493","Guns Craft","Jul 30, 2019","$0.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Boogygames Studios","Boogygames Studios"
"1494","Speed Mazing","Oct 21, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Piotr Zurek, Łukasz Leszczuk","Piotr Zurek"
"1495","HAJWALA LINE","Sep 17, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hamza Ahmad Alheet, Thaer Jlal Ahmad","HamzaAlheet"
"1496","Archery Kings VR","Apr 11, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Appnori Inc.","Appnori Inc."
"1497","Flex Apocalypse Racing","Jan 1, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nikita ""Ghost_RUS""","Ghost_RUS Games"
"1498","Cannon Arena","Jun 11, 2019","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","1Monkey2Brains","1Monkey2Brains"
"1499","Farm & Puzzle","Oct 15, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","indiegames3000","indiegames3000"
"1500","flChess 2","Feb 15, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Flying. Stone. Production","Flying. Stone. Production"
"1501","Snow Scout","Aug 16, 2022","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tunermaxx Media GmbH","Tunermaxx Media GmbH"
"1502","Draft Day Sports: College Basketball 2017","Nov 14, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wolverine Studios","Wolverine Studios"
"1503","VR Ping Pong Paradise","Dec 25, 2017","$13.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SAT-BOX","SAT-BOX"
"1504","Beam Car Crash Derby","Mar 17, 2021","$0.27","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Success Games","Success Games"
"1505","Qbike: Crypto Motorcycles","Oct 5, 2017","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GexagonVR","GexagonVR"
"1506","Global Soccer: A Management Game 2019","May 31, 2019","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Forever Young Games","Forever Young Games"
"1507","Furious Goal","Sep 23, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","czgame","czgame"
"1508","Casino Slot Machines","Dec 26, 2017","$0.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Boogygames Studios","Boogygames Studios"
"1509","Total Esports Action Manager","Apr 2, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mighty Games","Mighty Games"
"1510","Battle for Sea 3D","Apr 8, 2021","$99.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hede","Hede"
"1511","Galactic Bowling","Oct 21, 2008","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Perpetual FX Creative","Perpetual FX Creative"
"1512","NBA 2KVR Experience","Nov 21, 2016","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Specular Interactive","2K"
"1513","Galaxy Race","Mar 1, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Magic VR","Magic VR"
"1514","Soccer Pinball Thrills","Jun 26, 2015","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fancy Bytes, Reactor","United Independent Entertainment"
"1515","VALENS","Feb 18, 2016","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Digitallion","Digitallion"
"1516","Bullyparade - DER Spiel","Aug 10, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","United Independent Entertainment","Spicy Fox GmbH"
"1517","HUNTING SIMULATOR VR","Dec 14, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RIVERSIDE SPORTS","RIVERSIDE SPORTS"
"1518","The Hunt in the Forest","Apr 8, 2019","$0.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","A Nostru","My Way Games"
"1519","Front Page Sports Football","Oct 2, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cyanide Studio","Cyanide Studio, Nacon"
"1520","FROG X BIRD","Nov 20, 2017","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ATTACK MOUNTAIN","ATTACK MOUNTAIN"
"1521","Funball Games VR","Oct 31, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Daniel Rychlý, Milan Matonok","Fungamesvr"
"1522","Vegetaball","Aug 31, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gamma Games Interactive Inc.","Gamma Games Interactive Inc."
"1523","Rebound VR","Sep 13, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rotech Digital Ltd","Rotech Digital Ltd"
"1524","Spinball","Oct 1, 2019","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Button Punch Games LLC","Button Punch Games LLC"
"1525","Suprapong","Nov 19, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Flying Mantis Games","Flying Mantis Games"
"1526","Foodtruck Arena","Jul 2, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cat-astrophe Games","Gaming Factory"
"1527","RealFit (VR fitness)","Aug 28, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RealFit VR Ltd","RealFit VR Ltd"
"1529","Soran","Jun 14, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Joseph Keenan","Jazzcharles Games"
"1530","ball heroes","Nov 16, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Chengdu Haowanyou Technologies Co., Ltd","Chengdu Haowanyou Technologies Co., Ltd"
"1531","Traffic Chase","Sep 21, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Digital Mind","Digital Mind"
"1532","Disc Golf: Game On","Mar 24, 2023","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pigs Fly Games","Pigs Fly Games"
"1533","Groove Fit Island!!","Jun 13, 2022","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ima Create Co., Ltd.","Ima Create Co., Ltd."
"1534","Bunny Hop : Eggstreme","Nov 9, 2022","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Brézongue Inc.","Hadod & Sufob Editions"
"1535","Roxy Raccoon 2: Topsy-Turvy","Apr 3, 2023","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sinomod Studios","Sinomod Studios"
"1536","Many Minigames","Nov 21, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Aidan Waite","Aidan Waite"
"1537","Digital Diamond Baseball V11","Mar 30, 2023","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Curiosity Computing","Curiosity Computing"
"1538","Atex Brawl","Aug 16, 2018","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Innuendo Squad Studios","Innuendo Squad Studios"
"1539","Alien street battle","Feb 7, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","karl brown","karl brown"
"1540","Traceur's Dreamlab VR","Jan 5, 2021","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Icegrim Softworks","Icegrim Softworks"
"1541","CosmoDrive:Infinity","May 16, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Diamond Cats Studio","Diamond Cats Studio"
"1542","Arcade Drift","Jun 28, 2021","$199.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EFatullaev","EFatullaev"
"1543","HRD 3 Pegasus Island","Apr 28, 2022","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Loot Inside","Loot Inside"
"1544","Down Fast VR","Dec 14, 2022","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","HomeBrewGames","HomeBrewGames"
"1545","Gyro Gear Tournament+","Sep 28, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","victor sette games","victor sette games"
"1546","PyroSlam: VR Table Tennis","Feb 16, 2023","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","kChamp Games","kChamp Games"
"1547","MicroRC Simulation","Dec 15, 2015","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Minindustries Game Factory","Minindustries Game Factory"
"1548","REPULSE: Galactic Rivals","Nov 13, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","IronEqual","IronEqual"
"1549","Adventure Golf VR","Nov 7, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Skydome Studios","Skydome Studios"
"1550","Inn: the Countryside","Aug 13, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fury Games Production","Fury Games Production"
"1551","Super Kickers League","Jan 24, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Xaloc Studios","Just For Games"
"1552","Freediving Hunter Spearfishing the World","Jul 1, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Strongbox3d","Strongbox3d"
"1554","MicroProse Soccer","Jan 1, 1988","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MicroProse, Sensible Software","Ziggurat"
"1555","#SkiJump","Jun 28, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VRUnicorns","Bandello"
"1556","Chess Cubed","Aug 31, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Default Software LLC","Default Software LLC"
