"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"19283","Christmas Stories: The Gift of the Magi Collector's Edition","Dec 3, 2016","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Elephant Games","Big Fish Games"
"19284","Reknum Cheri Dreamland","Apr 29, 2021","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NAPE GAMES","NAPE GAMES"
"19285","OFFICESCAPE","Aug 2, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","B3 Studios","B3 Studios"
"19286","Mistral","Sep 30, 2021","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Phantombolt Games","Phantombolt Games"
"19287","Restaurant Manager Simulator","Aug 12, 2022","$4.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KOA BOA","KOA BOA"
"19288","Hidden Cube World Top-Down 3D","Aug 18, 2022","$99.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Top-Down Games","Azerbaijan Technology, Aztech"
"19289","Ensora","Jan 17, 2023","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dex Games Studio","Dex Games Studio"
"19290","FEATHERED RUN","Oct 20, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Crooked Road","Piece Of Voxel"
"19291","Reality Noclip: The Backrooms","Oct 31, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pro Gamer Moment","Pro Gamer Moment"
"19292","RollerGirls From Beyond","Sep 8, 2016","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Stonepunk Studios","Stonepunk Studios"
"19294","PROTOThYPE _ a love story","Feb 14, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Monkeys Tales Studio","Monkeys Tales Studio"
"19295","Infecto","Apr 13, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jl Apps","Jl Apps"
"19296","Arrowborn","Jul 23, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kung Fu Robots LLC","Kung Fu Robots LLC"
"19297","Mind Labyrinth VR Dreams","Oct 14, 2018","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Frost Earth Studio","OXYGENE MEDIA"
"19298","Wanderfog","Jul 17, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","gamesnnstudio","zao_mesherskoe"
"19299","The Legend of Evil","Oct 19, 2018","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Springloaded","Springloaded"
"19300","Nelson and the Magic Cauldron","Nov 20, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Manuel Schenk Games","Manuel Schenk Games"
"19301","Mystery Case Files: The Countess Collector's Edition","Nov 27, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eipix Entertainment","Big Fish Games"
"19302","Back to 1998","Apr 15, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bold Pixel","Bold Pixel"
"19304","AGENT 00111","Jul 3, 2019","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Shoker games, BURRIK","BURRIK"
"19305","The Secret of Hutton Grammar School","Dec 10, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tom Simpson","Tom Simpson"
"19307","Radio Station","Mar 30, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nikolay Karakelyan","Nikolay Karakelyan"
"19308","Dreaming Atlas","Jul 31, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Junyi Liu","Junyi Liu"
"19309","Flappy Shooter","Oct 8, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vadd Games, Cow Game","Cow Game"
"19311","罪印 Seal of sins","Jun 22, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","玄机子","iFAction Studio"
"19312","JUNGLE RUNNER","Feb 21, 2022","$2.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Piece Of Voxel","Piece Of Voxel"
"19313","Adventures at the North Pole","Jun 8, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dnovel","Studio2760"
"19314","A Lonely Cabin Trip","Dec 16, 2022","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Korvinrular","Korvinrular"
"19315","Finque","Nov 11, 2016","$13.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Möf Selvi","Anatolian ODS"
"19316","HEPH","Jan 24, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Creature of the Rise co.,ltd.","Creature of the Rise co.,ltd."
"19317","Karmasutra","Sep 29, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Top Hat Curios","Nutaku Publishing"
"19318","Sea Of Fatness: Save Humanity Together","Oct 20, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fusion.Robot & Co","Fusion.Robot & Co"
"19319","Immersive Poetry","Oct 16, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Thalasse Games","Thalasse Games"
"19320","Catch the Thief, If you can!","Jan 18, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Star Game Studios","Star Game Studios"
"19321","Christmas Stories: Hans Christian Andersen's Tin Soldier Collector's Edition","Dec 8, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Elephant Games","Big Fish Games"
"19323","Codex Temondera: Lost Vision","Jul 30, 2019","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Quacksalver Frame","Quacksalver Frame"
"19324","Tales of the Deck","Feb 6, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","One Bit Factory","One Bit Factory"
"19325","PhotoWorld","Oct 26, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Piece Of Voxel","Piece Of Voxel"
"19326","Jane Angel 2: Fallen Heaven","Dec 28, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","iMaxGen","HH-Games"
"19328","Search of Galaxy","Jan 1, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DRAGONnoid","DRAGONnoid"
"19329","New Horizon","Aug 1, 2022","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pretoriano_dev","Coliseum Studio"
"19330","七月-July","May 11, 2022","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","龙猫饭","龙猫饭"
"19331","The Absolute Destroyer","Aug 22, 2022","$44.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LoLGames","LoLGames"
"19332","Tidal Affair: Before The Storm","Nov 24, 2015","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Overcurfew","Overcurfew"
"19333","Never Forget Me","Jan 10, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Winter Wolves","Winter Wolves"
"19334","Halloween Pumpkin Story","Apr 26, 2018","$1.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dnovel","SA Industry"
"19335","TRAGO","Jul 17, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SpaceGiraff3","SpaceGiraff3"
"19336","Unnatural","Jul 19, 2018","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hosted Games","Hosted Games"
"19337","《古斯塔奥：帝國重生》Gustavo Kingdom Rebirth","Feb 4, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Roy","SharkLord Entertainment"
"19338","Blind Girl","Sep 25, 2018","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","bongjicat(BLUE HOUR)","bongjicat(BLUE HOUR)"
"19339","Bad Note 破碎的笔记","Nov 30, 2018","$0.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Red.Soul","冷笑黑妖"
"19340","Space of Retaliation","Jan 21, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Matt Sowards, Michael Scott","Ravesta Games"
"19341","Holy Chick!","Mar 30, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Iron VR","Iron VR"
"19342","Survive Isolation","Jun 1, 2021","$0.5","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tero Lunkka, Valkeala Software","Tero Lunkka"
"19343","P.U.R.G.A.T.O.R.Y","Oct 27, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LooseScrew Games","LooseScrew Games"
"19344","Wrong train","Jan 5, 2022","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RG-Studio","RG-Studio"
"19345","3D PUZZLE - Castle","May 19, 2022","$99.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PUZZLE Games","Azerbaijan Technology, Aztech"
"19347","Slinki","Apr 15, 2015","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Titan Forged Games","Titan Forged Games"
"19348","Frizzy","Dec 22, 2015","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Team Frizz","Team Frizz"
"19349","Spectrubes","Mar 25, 2016","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The Light Sword Team","The Light Sword Team"
"19351","The Automatician","Jul 23, 2017","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DreamPunks","DreamPunks, WolffWare"
"19353","Arkaia: The Enigmatic Isle","Sep 29, 2017","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Painted Sky Studios","Painted Sky Studios"
"19354","Spirit Roots","Dec 13, 2019","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fireart Games","Drageus Games S.A."
"19355","Alter Cosmos","Jul 10, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pyramid Games","Pyramid Lab"
"19356","Mystery Case Files: Rewind Collector's Edition","Jul 23, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eipix Entertainment","Big Fish Games"
"19357","SAMS","Dec 24, 2018","$0.28","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dnovel","Trinity Project"
"19359","Heroes Of Maidan 3: Crimean Battle","Dec 10, 2019","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LuftWaffel","LuftWaffel"
"19360","Sweet Halloween","Sep 24, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","玫瑰工作室","玫瑰工作室"
"19361","Undiscovered House","Mar 24, 2021","$1.04","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sysreb Games","Sysreb Games"
"19362","Winter Warfare: Survival","Nov 9, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Orbis Studio","Orbis Studio"
"19364","Underwater World","Dec 3, 2021","$1.19","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LTZinc","HandMade Games"
"19365","Zombie VS Police","Mar 7, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Quarlellle","Quarlellle"
"19366","Waves Running Simulator","Apr 7, 2022","$44.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KOA BOA","KOA BOA"
"19368","Ninja Avenger Dragon Blade","Mar 17, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Meow Studios","Meow Studios"
"19369","Forestry","Apr 7, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Decoder","Decoder"
"19370","Snow White Solitaire. Legacy of Dwarves","Apr 20, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DigiMight","DigiMight"
"19371","The Spirit","Jun 4, 2021","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dark Faction Games","Dark Faction Games"
"19373","Halloween Mysteries","Dec 5, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vyacheslav Ozolnieks, Andrey Omelchenko, Andrey Kashin","Vyacheslav Ozolnieks"
"19374","Thomaz","Jul 10, 2017","$0.59","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fürst","Fürst"
"19375","Odyssey: The Deep Space Expedition","Jan 18, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TouchDown Creations","TouchDown Creations"
"19376","Anime show 动漫时装秀","Jun 22, 2018","$17.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Anime fashion show","Anime fashion show"
"19378","Hidden Post-Apocalyptic Top-Down 3D","Mar 9, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Top-Down Games","Hede"
"19379","SANRI","Jan 9, 2023","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LIGHTWORKER GAMES","LIGHTWORKER GAMES"
"19380","Ancient VR coaster","Jul 4, 2016","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Crovax Studios","Crovax Studios"
"19381","The Dungeons of Castle Madness","Aug 7, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Third Impression","Third Impression"
"19382","Preston Sterling","Aug 18, 2016","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Animation Arts Creative GmbH","Animation Arts Creative GmbH"
"19383","Gift to Humanity: Alpha","Dec 1, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ultima Games","Ultima Games"
"19384","Conquer","Feb 21, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wan Studio","Wan Studio"
"19385","EXAELLA OVG","May 14, 2018","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Andrew Oudot, Denis Isakov","Denis Isakov"
"19386","Tainted Fate","Oct 29, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Delta Reality, Misfit Village","Delta Reality, Misfit Village"
"19387","Rabbit of Destiny","Sep 28, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SergioPoverony","SergioPoverony"
"19388","Choice of the Dragon","Jan 1, 2010","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Choice of Games","Choice of Games"
"19389","Fire Rescue Simulator","Apr 30, 2020","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tyler Devine, Luis Schmitz, Matt Schostek","AdTechGames"
"19390","Scary Hospital Horror Game","Jul 2, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Next Generation Gaming","Next Generation Gaming"
"19391","GHOSTWINTER","Dec 3, 2020","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dimpiks","Dimpiks"
"19392","Street Striker","Aug 19, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sweet Games","Sweet Games"
"19393","Card Girl Army","Apr 7, 2022","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","小小游戏","小小游戏"
"19394","Claws of Furry","Sep 4, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Terahard Ltd","Terahard Ltd"
"19395","The Intern","Feb 16, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Red13Indie","Red13Indie"
"19397","Above the Fold","Dec 3, 2018","$13.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rasmus Rasmussen","Rasmus Rasmussen"
"19398","Wildland","Jul 24, 2019","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","JooGray videogames","JooGray videogames"
"19399","Workhard","Sep 9, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Red twice potato","Red twice potato"
"19400","BATTLESCAR: Punk Was Invented By Girls","Feb 17, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Atlas V","ARTE France, RYOT"
"19401","A-Men 2","Jun 24, 2015","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bloober Team SA","Bloober Team SA"
"19402","Helheim","Feb 1, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Not a Number","34BigThings srl"
"19403","Stay Silent","Sep 16, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NetEase Games","NetEase Games"
"19405","MiniRacer","Mar 24, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ChangeMe","ChangeMe"
"19406","Farmer Adventure","Jan 10, 2022","$2.19","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Max Pedro","Louie Inc"
"19407","Old Retro Shooter","Jul 23, 2022","$99.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hede","Hede"
"19408","Stained","Jul 10, 2014","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RealAxis Software","RealAxis Software"
"19409","AETERNITAS","May 28, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Elliotte Lee","Elliotte Lee"
"19411","Milk Girl -Sweet memories of summer","Oct 12, 2022","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","azucat","azucat"
"19412","Haunted House","Sep 28, 2010","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ImagineEngline","Atari"
"19413","Blood Harvest 2","Dec 8, 2017","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BekkerDev Studio","Artalasky"
"19414","Rioters 2025","Jul 16, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DND","DND"
"19417","VR Amazing Files: Horror Hospital","Jan 17, 2017","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Joygo.Studio","Joygo.Studio"
"19418","Castle of Venia","Aug 6, 2018","$0.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Classic Game Software","Droid Riot"
"19419","Loco Parentis VR","Mar 13, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fair Games Studio","Fair Games Studio, Pleasant Rain Ltd"
"19420","3D PUZZLE - Wood House","Mar 4, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PUZZLE Games","Hede"
"19421","Clown Theft Auto: Woke City","Oct 22, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RIVERSIDE SPORTS","RIVERSIDE SPORTS"
"19422","Tropical Girls VR","Sep 30, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tomilano","Tomilano"
"19425","Loading Human: Chapter 1","Oct 14, 2016","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Untold Games","Maximum Games"
"19426","DarkLast","Feb 15, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NedoStudio","NedoStudio"
"19427","EDGE OF DAWN","Jul 15, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Western Werks","Western Werks"
"19429","SLG Remix","Jun 1, 2016","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","1812 Productions (PC Port)","1812 Productions"
"19430","PUPPETEERS","Nov 2, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Teardrop Games","Teardrop Games"
"19431","Hush","Jul 29, 2015","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Game Studio 78","Game Studio 78"
"19432","Soul Saga","Feb 28, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Disastercake","Disastercake"
"19433","★ Fallalypse ★","Sep 15, 2017","$99.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hede, Fallalypse studio","Hede"
"19434","The Region","Mar 1, 2019","$0.59","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Black Snake Games","Black Snake Games"
"19435","Factotum 90","Jun 20, 2016","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TACS Games","TACS Games"
"19436","Onironauta","Oct 9, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PianoB Studio","PianoB Studio"
"19437","Techno Boy","Mar 13, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Altera Pars Games","Arrible"
"19438","Echoes of the Fey: The Last Sacrament","Jul 10, 2018","$13.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Woodsy Studio","Woodsy Studio"
"19439","Krystal the Adventurer","Jun 7, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Floofs","Floofs"
"19440","跳跃2/LeapII","Nov 4, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ChiHeBang Studio","ChiHeBang Studio"
"19441","Riftwalker","Mar 29, 2019","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Deeplink Studios","Deeplink Studios"
"19442","Ancient lands: the Tsar awakening","Apr 30, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Anatoliy Sidorov","Anatoliy Sidorov"
"19443","Ann Achronist: Many Happy Returns","Sep 27, 2019","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Maybe Later Games","Maybe Later Games"
"19444","The Eye of Borrack","Oct 17, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","JimJams Games","JimJams Games"
"19445","Caves and Castles: Underworld","Jan 17, 2018","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Amegami","Alawar Entertainment"
"19446","Nyanco Space","Mar 12, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nyanco Channel","Nyanco Channel"
"19447","The Chronicles of Robin Hood - The King of Thieves","Apr 12, 2020","$2.74","N/A (N/A)","0 .. 20,000","00:00 (00:00)","e-FunSoft Games","HH-Games"
"19448","Level 20","Oct 21, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wilkier Rockenmeyer","Zeilke Games"
"19449","Without my arms","Dec 30, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Killerkun","Killerkun Games"
"19450","Endocrisis","Jun 24, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Arturo Buschmann","Arturo Buschmann"
"19451","Dying Flame","Mar 22, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RoundTable Games Studio","RoundTable Games Studio"
"19452","Adventures of  The Carrot Captain","Apr 3, 2023","$18","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WhiteVault Studio","WhiteVault Studio"
"19454","Miko Adventures Puffball","Sep 15, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Coriander Games","Coriander Games"
"19455","Clarence Goes to the F&#%ING Store","Sep 2, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bad Gremlin Studios","Bad Gremlin Studios"
"19456","Hermes: Tricks of Thanatos","Sep 1, 2021","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GameMixer","Alawar Entertainment"
"19457","Unlocked","Jun 18, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","James Smart","James Smart"
"19458","The Chronos Principle","Mar 2, 2022","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Logisk Studio Inc.","Logisk Studio Inc."
"19459","Apollo in Outer Space","May 21, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Apollo Games Lab","Apollo Games Lab"
"19460","Phantom Thief Mew's Secret Prima","Oct 13, 2022","$6.1","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CappucciNoiz","Dieselmine"
"19461","Lenny Loosejocks Goes Walkabout","Sep 16, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ezone PTY LTD","Ezone PTY LTD"
"19462","Strange Town","Mar 24, 2023","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Team & Target Game Studios","Team & Target Game Studios"
"19463","Fleshport","Oct 27, 2021","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Zentient Games LLC","Zentient Games LLC"
"19464","Bugged Dungeon","Feb 21, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blue Monocle Software","Blue Monocle Software"
